date;prix;rendements
12/02/2018;7,094;0,018960069
13/02/2018;7,064;-0,004228926
14/02/2018;7,068;0,000566251
15/02/2018;7,026;-0,005942275
16/02/2018;7,074;0,006831768
19/02/2018;7,17;0,013570823
20/02/2018;7,062;-0,015062762
21/02/2018;7,074;0,001699235
22/02/2018;7,106;0,004523608
23/02/2018;7,056;-0,007036307
26/02/2018;6,988;-0,009637188
27/02/2018;7,076;0,012593017
28/02/2018;7,1;0,003391747
01/03/2018;7,008;-0,012957746
02/03/2018;6,722;-0,040810502
05/03/2018;6,74;0,002677774
06/03/2018;6,792;0,007715134
07/03/2018;6,814;0,003239105
08/03/2018;6,906;0,013501614
09/03/2018;6,89;-0,002316826
12/03/2018;6,926;0,005224964
13/03/2018;6,932;0,000866301
14/03/2018;6,902;-0,004327755
15/03/2018;6,884;-0,00260794
16/03/2018;6,91;0,003776874
19/03/2018;6,858;-0,007525326
20/03/2018;6,948;0,01312336
21/03/2018;6,944;-0,000575705
22/03/2018;6,744;-0,028801843
23/03/2018;6,67;-0,010972716
26/03/2018;6,624;-0,006896552
27/03/2018;6,756;0,019927536
28/03/2018;6,686;-0,01036116
29/03/2018;6,658;-0,004187855
03/04/2018;6,65;-0,001201562
04/04/2018;6,434;-0,032481203
05/04/2018;6,65;0,033571651
06/04/2018;6,556;-0,014135338
09/04/2018;6,652;0,014643075
10/04/2018;6,698;0,006915213
11/04/2018;6,568;-0,019408779
12/04/2018;6,696;0,019488429
13/04/2018;6,648;-0,007168459
16/04/2018;6,644;-0,000601685
17/04/2018;6,634;-0,001505117
18/04/2018;6,588;-0,006933976
19/04/2018;6,66;0,010928962
20/04/2018;6,592;-0,01021021
23/04/2018;6,67;0,011832524
24/04/2018;6,74;0,010494753
25/04/2018;6,658;-0,012166172
26/04/2018;6,72;0,009312106
27/04/2018;6,748;0,004166667
30/04/2018;6,812;0,009484292
02/05/2018;6,924;0,016441574
03/05/2018;6,796;-0,018486424
04/05/2018;6,838;0,006180106
07/05/2018;6,864;0,003802281
08/05/2018;6,8;-0,009324009
09/05/2018;6,816;0,002352941
10/05/2018;6,91;0,01379108
11/05/2018;6,94;0,004341534
14/05/2018;6,872;-0,009798271
15/05/2018;6,882;0,00145518
16/05/2018;6,778;-0,015111886
17/05/2018;6,826;0,007081735
18/05/2018;7,034;0,030471726
21/05/2018;7,066;0,004549332
22/05/2018;7,168;0,014435324
23/05/2018;7,044;-0,017299107
24/05/2018;7,016;-0,003975014
25/05/2018;6,95;-0,00940707
28/05/2018;6,564;-0,055539568
29/05/2018;6,25;-0,047836685
30/05/2018;6,26;0,0016
31/05/2018;6,198;-0,009904153
01/06/2018;6,29;0,014843498
04/06/2018;6,282;-0,00127186
05/06/2018;6,224;-0,009232728
06/06/2018;6,262;0,006105398
07/06/2018;6,34;0,012456084
08/06/2018;6,28;-0,009463722
11/06/2018;6,446;0,026433121
12/06/2018;6,426;-0,003102699
13/06/2018;6,378;-0,007469655
14/06/2018;6,39;0,001881468
15/06/2018;6,244;-0,0228482
18/06/2018;6,188;-0,00896861
19/06/2018;6,158;-0,004848093
20/06/2018;6,16;0,000324781
21/06/2018;6,064;-0,015584416
22/06/2018;6,108;0,007255937
25/06/2018;6,002;-0,017354289
26/06/2018;6,018;0,002665778
27/06/2018;6,006;-0,001994018
28/06/2018;5,98;-0,004329004
29/06/2018;6,078;0,01638796
02/07/2018;5,984;-0,015465614
03/07/2018;5,98;-0,000668449
04/07/2018;6,004;0,004013378
05/07/2018;6,06;0,009327115
06/07/2018;6,038;-0,003630363
09/07/2018;6,106;0,011262007
10/07/2018;6,092;-0,002292827
11/07/2018;6,038;-0,008864084
12/07/2018;6,05;0,001987413
13/07/2018;6,03;-0,003305785
16/07/2018;6;-0,004975124
17/07/2018;5,956;-0,007333333
18/07/2018;5,97;0,002350571
19/07/2018;5,962;-0,001340034
20/07/2018;5,892;-0,011741027
23/07/2018;5,866;-0,004412763
24/07/2018;6,036;0,028980566
25/07/2018;6;-0,005964215
26/07/2018;5,978;-0,003666667
27/07/2018;6,034;0,009367681
30/07/2018;6,076;0,006960557
31/07/2018;6,15;0,012179065
01/08/2018;6,078;-0,011707317
02/08/2018;6,036;-0,006910168
03/08/2018;6,122;0,014247846
06/08/2018;6,042;-0,013067625
07/08/2018;6,184;0,023502152
08/08/2018;6,188;0,000646831
09/08/2018;6,158;-0,004848093
10/08/2018;6,018;-0,022734654
13/08/2018;5,914;-0,017281489
14/08/2018;5,892;-0,003719986
15/08/2018;5,818;-0,012559403
16/08/2018;5,85;0,005500172
17/08/2018;5,794;-0,00957265
20/08/2018;5,86;0,011391094
21/08/2018;5,862;0,000341297
22/08/2018;5,908;0,007847151
23/08/2018;5,888;-0,00338524
24/08/2018;5,91;0,003736413
27/08/2018;5,948;0,00642978
28/08/2018;5,93;-0,003026227
29/08/2018;5,852;-0,013153457
30/08/2018;5,792;-0,010252905
31/08/2018;5,75;-0,007251381
03/09/2018;5,776;0,004521739
04/09/2018;5,786;0,001731302
05/09/2018;5,832;0,007950225
06/09/2018;5,804;-0,004801097
07/09/2018;5,732;-0,012405238
10/09/2018;5,782;0,008722959
11/09/2018;5,794;0,002075406
12/09/2018;5,776;-0,003106662
13/09/2018;5,954;0,030817175
14/09/2018;5,85;-0,017467249
17/09/2018;5,882;0,005470085
18/09/2018;5,974;0,015640938
19/09/2018;6,032;0,009708738
20/09/2018;6,044;0,00198939
21/09/2018;6,114;0,011581734
24/09/2018;6,066;-0,007850834
25/09/2018;6,072;0,00098912
26/09/2018;6,042;-0,004940711
27/09/2018;6,028;-0,002317114
28/09/2018;5,844;-0,03052422
01/10/2018;5,724;-0,020533881
02/10/2018;5,69;-0,005939902
03/10/2018;5,726;0,006326889
04/10/2018;5,838;0,019559902
05/10/2018;5,78;-0,009934909
08/10/2018;5,712;-0,011764706
09/10/2018;5,684;-0,004901961
10/10/2018;5,63;-0,009500352
11/10/2018;5,37;-0,046181172
12/10/2018;5,37;0
15/10/2018;5,37;0
16/10/2018;5,386;0,002979516
17/10/2018;5,398;0,002227999
18/10/2018;5,284;-0,021118933
19/10/2018;5,196;-0,01665405
22/10/2018;5,158;-0,007313318
23/10/2018;5,018;-0,027142303
24/10/2018;4,94;-0,015544041
25/10/2018;5,084;0,029149798
26/10/2018;5,004;-0,015735641
29/10/2018;5,058;0,010791367
30/10/2018;5,042;-0,003163306
31/10/2018;5,166;0,024593415
01/11/2018;5,17;0,000774293
02/11/2018;5,28;0,021276596
05/11/2018;5,22;-0,011363636
06/11/2018;5,194;-0,004980843
07/11/2018;5,284;0,017327686
08/11/2018;5,37;0,016275549
09/11/2018;5,282;-0,016387337
12/11/2018;5,09;-0,036349867
13/11/2018;5,124;0,006679764
14/11/2018;5,072;-0,010148322
15/11/2018;4,968;-0,020504732
16/11/2018;4,921;-0,009460548
19/11/2018;4,924;0,000609632
20/11/2018;4,777;-0,029853777
21/11/2018;4,85;0,015281557
22/11/2018;4,797;-0,010927835
23/11/2018;4,848;0,010631645
26/11/2018;4,989;0,029084158
27/11/2018;4,987;-0,000400882
28/11/2018;4,884;-0,0206537
29/11/2018;4,945;0,012489762
30/11/2018;4,88;-0,01314459
03/12/2018;5,006;0,025819672
04/12/2018;4,881;-0,024970036
05/12/2018;4,774;-0,021921737
06/12/2018;4,516;-0,054042731
07/12/2018;4,55;0,007528787
10/12/2018;4,44;-0,024175824
11/12/2018;4,527;0,019594595
12/12/2018;4,646;0,026286724
13/12/2018;4,63;-0,003443823
14/12/2018;4,547;-0,017926566
17/12/2018;4,433;-0,025071476
18/12/2018;4,453;0,004511617
19/12/2018;4,171;-0,063328093
20/12/2018;4,051;-0,028770079
21/12/2018;4,045;-0,001481116
24/12/2018;4,01;-0,008652658
27/12/2018;3,938;-0,017955112
28/12/2018;4,088;0,038090401
31/12/2018;4,119;0,00758317
